canonical_name,slug,used_in_n_workout_slots,aliases,exercise_url
Dumbbell Frog Squat,frog-squat,1,,https://www.muscleandstrength.com/exercises/frog-squat.html
Tripod Dumbbell Row,tripod-dumbbell-row,1,,https://www.muscleandstrength.com/exercises/tripod-dumbbell-row
Banded Fly,,1,,
Banded Row,,1,,
Banded Curl,,1,,
4. Lying Dumbbell Tricep Extension,lying-pronated-dumbbell-tricep-extension,1,,https://www.muscleandstrength.com/exercises/lying-pronated-dumbbell-tricep-extension
1. 10 Secs,,1,,
2. 15 Secs,,1,,
3. 20 Secs,,1,,
4. 30 Secs,,1,,
2. Chest Down Pause Row,chest-supported-dumbbell-row-with-isohold,1,,https://www.muscleandstrength.com/exercises/chest-supported-dumbbell-row-with-isohold
3. Front Foot Elevated Split Squat,front-foot-elevated-dumbbell-split-squat,1,,https://www.muscleandstrength.com/exercises/front-foot-elevated-dumbbell-split-squat
5. Cable Pull Through,,1,,
Band Seated Hip Abduction,,1,,
Kettlebell Push Press,1-kb-kettlebell-push-press,1,,https://www.muscleandstrength.com/exercises/1-kb-kettlebell-push-press
Kettlebell Suitcase Deadlift,double-kettlebell-suitcase-deadlift,1,,https://www.muscleandstrength.com/exercises/double-kettlebell-suitcase-deadlift
Kettlebell Hollow Body Hold,hollow-body-hold,1,,https://www.muscleandstrength.com/exercises/hollow-body-hold
Tate Press,tate-press,1,,https://www.muscleandstrength.com/exercises/tate-press.html
Dip Machine,,1,,
High to Low Machine Row,,1,,
1 Arm Hammer Strength Low Row,one-arm-machine-row,1,,https://www.muscleandstrength.com/exercises/one-arm-machine-row.html
1 Leg Elevated Calf Raise,smith-machine-one-leg-calf-raise,1,,https://www.muscleandstrength.com/exercises/smith-machine-one-leg-calf-raise.html
Flat Barbell Bench Press (Use 20% less weight than your previous working sets),,1,,
Barbell Conventional Deadlift (Use 20% less weight than your previous working sets),,1,,
Barbell Back Squat (Use 20% less weight than your previous working sets),,1,,
Standing Overhead Press (Use 20% less weight than your previous working sets),,1,,
Barbell Snatch Grip Deadlift,,1,,
Barbell Snatch Grip Deadlift (Use 20% less weight than your previous working sets),,1,,
Barbell Front Squat (Use 20% less weight than your previous working sets),,1,,
"07:00
Wake Up",,1,,
07:30,,1,,
"8:00
Breakfast",,1,,
"12:00
Lunch",,1,,
"16:00
Pre Workout Snack",,1,,
"17:30
Pre Workout",,1,,
"18:00-19:30
Workout",,1,,
"20:00
Dinner",,1,,
"23:00
Bed",,1,,
Hex Bar Power Shrug,trap-bar-shrug,1,,https://www.muscleandstrength.com/exercises/trap-bar-shrug
Smith Bench Press with Bands,,1,,
Smith Incline Bench Press with Bands,,1,,
Dumbbell Press with Slight Incline,,1,,
Shoulder Dislocates,banded-shoulder-dislocates,1,,https://www.muscleandstrength.com/exercises/banded-shoulder-dislocates
Shoulder Tap Push Up,shoulder-tap-push-up,1,,https://www.muscleandstrength.com/exercises/shoulder-tap-push-up
Swiss Ball Circles,stir-the-pot-on-exercise-ball,1,,https://www.muscleandstrength.com/exercises/stir-the-pot-on-exercise-ball
Machine Ab Crunch,,1,,
B3. Dumbbell RDL,,1,,
B4. Dumbbell Glute Bridge,,1,,
3 Active Recovery Workouts for Your Next Rest Day,,1,,
2b. Pendlay Barbell Row,pendlay-row,1,,https://www.muscleandstrength.com/exercises/pendlay-row
2b. Dumbbell Leg Extension,,1,,
0:00 – 1:00,,1,,
1:01 – 2:30,,1,,
2:31 – 4:00,,1,,
4:01 – 5:30,,1,,
5:31 – 7:00,,1,,
7:01 – 8:30,,1,,
8:31 – 10:00,,1,,
10:01 – 11:30,,1,,
11:31 – 13:00,,1,,
13:01 – 14:30,,1,,
14:31 – 16:00,,1,,
16:01 – 17:00,,1,,
Side Crunch with Leg Lift,side-crunch-with-leg-lift,1,,https://www.muscleandstrength.com/exercises/side-crunch-with-leg-lift.html
92.5% of 1RM,,1,,
"105% of 1RM (If you make this, try 107.5%)",,1,,
"107.5% of 1RM (If you make this, try 110%)",,1,,
Strict Curl (see notes below),,1,,
Reverse Grip Cable Curl,reverse-cable-curl,1,,https://www.muscleandstrength.com/exercises/reverse-cable-curl.html
4. Landmine Squat,landmine-goblet-squat,1,,https://www.muscleandstrength.com/exercises/landmine-goblet-squat
90-Degree Hyperextension,ghd-back-extension,1,,https://www.muscleandstrength.com/exercises/ghd-back-extension
Gluteanator (Or Glute Machine),,1,,
Pullover Machine (Or Dumbbell Pullover),lying-cable-pullover,1,,https://www.muscleandstrength.com/exercises/lying-cable-pullover.html
Close Grip Reverse Grip Pulldown,,1,,
Seated High Cable Row,seated-high-cable-row,1,,https://www.muscleandstrength.com/exercises/seated-high-cable-row.html
Wide Grip Row,,1,,
Machine Seated High Pull,,1,,
Standing High Pull,high-pull,1,,https://www.muscleandstrength.com/exercises/high-pull
Oblique Machine,,1,,
BB Incline Press,wide-grip-incline-bench-press,1,,https://www.muscleandstrength.com/exercises/wide-grip-incline-bench-press
Low Cable Crossover,cable-lower-chest-raise,1,,https://www.muscleandstrength.com/exercises/cable-lower-chest-raise.html
One Leg Deadlift,,1,,
Cable Pull Through,,1,,
Glute Ham Raise,,1,,
2A: TRX Triceps Extensions,,1,,
2B: TRX Biceps Curls,,1,,
3A: Jump Split Squats,,1,,
5A: TRX Pikes,,1,,
5B: TRX Leg Tucks,,1,,
Bodyweight Hip Thrust,bodyweight-hip-thrust,1,,https://www.muscleandstrength.com/exercises/bodyweight-hip-thrust
Twisting Bench Crunch (Reps are per side),twisting-bench-crunch,1,,https://www.muscleandstrength.com/exercises/twisting-bench-crunch.html
2a. Wide Stance Squats,wide-squat,1,,https://www.muscleandstrength.com/exercises/wide-squat.html
2b. Narrow Stance Squats,narrow-squat,1,,https://www.muscleandstrength.com/exercises/narrow-squat.html
Shoulder Taps,shoulder-taps,1,,https://www.muscleandstrength.com/exercises/shoulder-taps
Glute Bridge Pallof Press,glute-bridge-pallof-press,1,,https://www.muscleandstrength.com/exercises/glute-bridge-pallof-press
Dumbbell or Bodyweight Curtsy Lunge,curtsy-lunge,1,,https://www.muscleandstrength.com/exercises/curtsy-lunge
Alternating Standing Arnold Press,alternate-standing-arnold-press,1,,https://www.muscleandstrength.com/exercises/alternate-standing-arnold-press.html
High Knees,,1,,
Lateral Jumps,,1,,
Band Single Arm Curl,one-arm-standing-dumbbell-curl,1,,https://www.muscleandstrength.com/exercises/one-arm-standing-dumbbell-curl.html
Pistol Squat,bodyweight-pistol-squat,1,,https://www.muscleandstrength.com/exercises/bodyweight-pistol-squat
Standing Band Shoulder Press,banded-standing-shoulder-press,1,,https://www.muscleandstrength.com/exercises/banded-standing-shoulder-press
Band Push Ups,,1,,
Single Arm Band Standing Flys,,1,,
Kneeling Band Lat Pulldowns,,1,,
Band Moto Rows,,1,,
Band Upright Rows,banded-upright-row,1,,https://www.muscleandstrength.com/exercises/banded-upright-row
Band Hammer Curls,,1,,
Heel Elevated One & A Quarter Band Squats*,,1,,
Terminal Knee Extension,,1,,
Superset: Heels Elevated Barbell Squat and Glute Ham Raise (Rest 60-75 seconds between moves and 75-90 seconds between rounds),,1,,
Glute Ham Raise (Rest 45-60 seconds between sets),,1,,
Bench Press Shrug,,1,,
1A. Back-Off Set,,1,,
1B. Superset,,1,,
Mini Band Hip Thruster,hip-thruster-with-mini-band,1,,https://www.muscleandstrength.com/exercises/hip-thruster-with-mini-band
Suitcase Carries,dumbbell-suitcase-carry,1,,https://www.muscleandstrength.com/exercises/dumbbell-suitcase-carry
Incline Hammer Curls,incline-hammer-curl,1,,https://www.muscleandstrength.com/exercises/incline-hammer-curl.html
"Super-Set (Use the same weight for each exercise, and aim to hit failure between 10 and 20 reps.)",,1,,
Close-Grip Machine Presses,,1,,
"Pin-Press (In the power rack: set up so you have about a 12” range of motion, use a close grip, and come to dead stop between reps. try to use the same weight for all sets.)",,1,,
Incline Skull Crushers,ez-bar-incline-skullcrusher,1,,https://www.muscleandstrength.com/exercises/ez-bar-incline-skullcrusher.html
Static Barbell Hold,,1,,
Frog Pump,,1,,
Fire Hydrant,,1,,
Program Week,,1,,
Handstand or Jackknife Push Up,,1,,
Inverted Rack Curl Up,,1,,
3a. Cable Glute Kickback,,1,,
Standing Walk Out & Walk In,,1,,
World's Greatest Stretch,worlds-greatest-stretch,1,,https://www.muscleandstrength.com/exercises/worlds-greatest-stretch
Squat to Stand,squat-to-stand,1,,https://www.muscleandstrength.com/exercises/squat-to-stand
Hip Circles,fire-hydrant-circles,1,,https://www.muscleandstrength.com/exercises/fire-hydrant-circles
Leg Swings,,1,,
Prone Quad Stretch,prone-quad-stretch,1,,https://www.muscleandstrength.com/exercises/prone-quad-stretch
90/90 Hip Crossover,90-90-hip-crossover,1,,https://www.muscleandstrength.com/exercises/90-90-hip-crossover
2. Dumbbell 3 Second Eccentric Front Squat,,1,,
5b. Tall Kneeling Pallof Press,,1,,
2. 3 Second Eccentric Bench Press,,1,,
4a. Half Kneeling Dumbbell Overhead Press,,1,,
4b. Prone Dumbbell Front Raise,dumbbell-front-raise-on-incline-bench,1,,https://www.muscleandstrength.com/exercises/dumbbell-front-raise-on-incline-bench.html
Lactate Power Intervals (Shuttle Runs or other intense cardio),,1,,
2. Dumbbell Eccentric Front Squat,,1,,
6b. Plate Chops,,1,,
3. 3 Second Eccentric Pull-Ups,eccentric-only-pull-up,1,,https://www.muscleandstrength.com/exercises/eccentric-only-pull-up
5a. Stability Ball Curl,,1,,
5b. Stability Ball Roll-Out,,1,,
1. Half Kneeling Medicine Ball Chest Pass,,1,,
4a. Half-Kneeling Dumbbell Overhead Press,,1,,
Lactate Power Intervals (Rowing Machine or other intense cardio),,1,,
4b. Suitcase Carry,,1,,
5b. Plate Chop,,1,,
1. Tall Kneeling Medicine Ball Side Pass,,1,,
4b. Lateral Body Saw,,1,,
5c. Reverse Hyperextension Hold,,1,,
3a. Barbell Hip Press,,1,,
1. Kneeling Medicine Ball Chest Pass,,1,,
3a. Kneeling Dumbbell Military Press,,1,,
Aerobic Power (Battle rope work),,1,,
4b. Plate Chop,,1,,
1. Standing Medicine Ball Chest Pass,,1,,
4b. Lateral Plank,,1,,
5c. Weighted Back Hyperextension Hold,,1,,
"Back, Biceps, Forearms, Traps and Abs",,1,,
"Quads, Hamstrings, Calves and Abs",,1,,
"Option A - Hill sprints x 6-10 reps: There a great hill around my area at Upper Moreland High School. The “U.”  The “U” has no friends and has repeatedly made me scream for years. It is about 350-400 meters long. I have done intervals from 25-400 meters. For you, find an incline hill, and alternate the distance each week.  I recommend 30-100 yards.  Rest is the walk back.",,1,,
"Option B - 50 meter sprint x 6-10 reps: Very simple scheme here.  Find a track, get warmed up thoroughly, and run very fast for 50 meters. The rest is the walk back to the start line.  For a warm up to prepare you for sprinting, check out the video below.",,1,,
Glute Ham Raise (superset),,1,,
For the superset rest 45-75 seconds between moves and 1:30-2 minutes between sets.,,1,,
"Option A - Flying 30 meter sprint x 6-8 reps.  You will run these on the turn leading into the straightaway.  Accelerate into the turn, and you should be full speed by the time you reach the 100 meter start line.  Rest is the walk back.",,1,,
"Option B - 10 x 100 meter sprints.  You should sprinting at about 75-85 percent of your max speed.  If you do not know 100 meter dash time, then have someone time it for you.  If not, just run hard 10 times!  Rest is the walk back.",,1,,
3. 10-15 min Freestyle*,,1,,
Elevated Stiff Legged Deadlift,stiff-leg-deadlift-on-bench,1,,https://www.muscleandstrength.com/exercises/stiff-leg-deadlift-on-bench.html
Hammer Strength Lat Pulldown,,1,,
Seated Overhead Cable Tricep Extension,seated-low-pulley-overhead-tricep-extension,1,,https://www.muscleandstrength.com/exercises/seated-low-pulley-overhead-tricep-extension.html
"*60 second timed rest
			**30 second timed rest",,1,,
Leg Press (Close Foot Placement),narrow-stance-45-degree-leg-press,1,,https://www.muscleandstrength.com/exercises/narrow-stance-45-degree-leg-press.html
30-second Wingates,,1,,
2a. Rack Pulls,,1,,
5. Reverse Hyperextension,,1,,
Lying Hamstring Curls,lying-cable-hamstring-curl,1,,https://www.muscleandstrength.com/exercises/lying-cable-hamstring-curl.html
HIIT Sprints,,1,,
Weighted Decline Crunch,decline-bench-cable-crunch,1,,https://www.muscleandstrength.com/exercises/decline-bench-cable-crunch.html
Hill Sprints,,1,,
Combo #1: 2 sets,,1,,
Combo #2: 2 sets,,1,,
Combo #3: 2 sets,,1,,
Combo #4: 2 sets,,1,,
Combo #5: 2 sets,,1,,
3. Lying March,,1,,
4. Glute Bridge,,1,,
3. Reverse Crunch,,1,,
1. Farmer's Walk,,1,,
2. Suitcase Carries,,1,,
3. Waiter Carries,,1,,
1. Med Ball Wall Slam,,1,,
2. Med Ball Slams,,1,,
AMRAP = As Many Reps As Possible,,1,,
2a. Glute Ham Raise,,1,,
2b. Band Pushdown,,1,,
2c. Band Pull Apart,,1,,
3c. Dumbbell Serrano Press,,1,,
3c. Banded Leg Curl,,1,,
4a. V Up,,1,,
4b. Wide Straight Leg Sit Up,,1,,
2. Chin Extension Press,,1,,
3c. Underhand Pull Apart,,1,,
4c. Band Pushdown,,1,,
2. Sumo RDL,,1,,
3b. Incline Dumbbell Shrug,,1,,
1. 3 Board Close Grip Bench Press,,1,,
2. JM Press,,1,,
4. Vogelpohl Sit Up,,1,,
3a. Glute Ham Raise,,1,,
1. 2.5 Inch Deficit Deadlift,,1,,
4b. Wide Leg Sit Up,,1,,
1. 2 Board Close Grip Bench Press,,1,,
2c. Overhead Band Tricep Extension,,1,,
2d. Standing Band Crunch,,1,,
3b. Lying Single Leg Band Curl,,1,,
2c. Lat Bar Face Pull,,1,,
2d. Band Pushdown,,1,,
1. Front Box Squat,,1,,
3b. Glute Ham Raise,,1,,
3d. Standing Band Punch,,1,,
2. Close Grip Floor Press,,1,,
3c. Band Front Raise,,1,,
3b. Seated Band Leg Curl,,1,,
3c. Standing V Bar Row to Chest,,1,,
4. Push Up Plank,,1,,
2. Close Grip 3 Board Press,,1,,
Ring Lay Outs,,1,,
Ring Push Ups,,1,,
Ring Inn & Outs,,1,,
"Supermans (on ground, no weight)",,1,,
Reverse Hyper Extension (on Swiss Ball),,1,,
- Ring Lay Outs,,1,,
- Ring Push Ups,,1,,
"- Supermans (on ground, no weight)",,1,,
Ring Lay Outs*,,1,,
Ring Push Ups*,,1,,
Ring Inn & Outs*,,1,,
Supermans (w/5lb plates),,1,,
"Reverse Hyper Extension (on Swiss Ball, 5sec. hold at top)",,1,,
- Ring Lay Outs (on plyo box),,1,,
- Ring Push Ups (on Swiss Ball),,1,,
- Supermans (w/5lb plates),,1,,
Shoulders - 2 Exercises,shoulders,1,,https://www.muscleandstrength.com/exercises/shoulders
Biceps - 2 Exercises,biceps,1,,https://www.muscleandstrength.com/exercises/biceps
Triceps - 2 Exercises,triceps,1,,https://www.muscleandstrength.com/exercises/triceps
Rowing 500 m Intervals (Hard) or...,,1,,
Rowing (Long),,1,,
2. Pikes,,1,,
3. Walkouts (from knees),,1,,
2a. Pikes,,1,,
2b. Walkouts (from feet),,1,,
4. Reverse Hyper,,1,,
2. Pike Layouts (on swiss ball),,1,,
3. Walkouts (from feet),,1,,
1b. Pike Layouts,,1,,
1c. Walk outs,,1,,
"2c, Reverse Hyper",,1,,
3. Saws,,1,,
1a. Pavlov Press,,1,,
1b. Landmine Twist,,1,,
1c. Plate Arches,,1,,
1d. Plate Passes,,1,,
1. Stability Alternates,,1,,
2a. Band Twists,,1,,
3. Landmine,,1,,
4. Pavlov Press,,1,,
Flutterkick,,1,,
Deficit Deadlift or Pause Deadlift,deficit-deadlifts,1,,https://www.muscleandstrength.com/exercises/deficit-deadlifts
Medicine Ball Jump Snatch,,1,,
Dumbbell High Pulls,,1,,
Superset 1 - Power and Thickness,,1,,
Superset 2 - Middle and Detail,,1,,
Superset 3 - Lower and Upper Lats,,1,,
Platform Lunge with Dumbbells,,1,,
Superset 1 - Obliques and Upper Abs,,1,,
Decline Barbell Sit Up,,1,,
Superset 2 - Lower Abs and Entire Core,,1,,
Dumbbell Hanging Knee Raise,weighted-hanging-knee-raise,1,,https://www.muscleandstrength.com/exercises/weighted-hanging-knee-raise.html
Deep Push ups (with hands on dumbbells),deep-push-ups,1,,https://www.muscleandstrength.com/exercises/deep-push-ups.html
A. Walk the Floor to Pushup,,1,,
A. Sumo Deadlift to High Pull,,1,,
A. Barbell Thrusters,barbell-thruster,1,,https://www.muscleandstrength.com/exercises/barbell-thruster
B. Box Jumps,,1,,
B. Mountain Climbers,,1,,
C. Cable Hamstring Pull Through,,1,,
D. Inverted Push Ups,,1,,
D. Frog Hops,,1,,
E. Dumbbell Bench Squats,,1,,
F. Burpees,,1,,
B. Fast Run,,1,,
B. Incline Push Ups,incline-push-ups,1,,https://www.muscleandstrength.com/exercises/incline-push-ups.html
D. Fast Run (3% Incline),,1,,
D. Wide Banded Bicep Curl,,1,,
E. Med Ball Russian Twists,,1,,
E. Decline Med Ball Crunch,,1,,
F. Fast Run (3% Incline),,1,,
F. Med Ball Slam,,1,,
A. Cable Squat to Underhand Row,,1,,
B. Burpees,,1,,
B. Sprint,,1,,
D. Sprint,,1,,
F. Left Arm Dumbbell Snatch,,1,,
F. Right Arm Dumbbell Snatch,,1,,
F. Sprint,,1,,
Legs and Back,,1,,
Kettlebell Walking Lunge,,1,,
Kettlebell Deadlift,,1,,
One Arm Kettlebell Row,,1,,
Upper Body,,1,,
Kettlebell French Press,,1,,
Single Arm Kettlebell Shoulder Press,,1,,
Single Arm Kettlebell Curl,,1,,
1. Hammer Strength Lat Pull Down,,1,,
4. Partial Side Lateral Raise,lateral-raise-partials,1,,https://www.muscleandstrength.com/exercises/lateral-raise-partials
5. Smith Machine Behind the Neck Press,smith-machine-shoulder-press-behind-neck,1,,https://www.muscleandstrength.com/exercises/smith-machine-shoulder-press-behind-neck.html
Lying Bench Leg Raise,lying-bench-leg-raise,1,,https://www.muscleandstrength.com/exercises/lying-bench-leg-raise.html
Decline Weighted Twist,decline-weighted-twist,1,,https://www.muscleandstrength.com/exercises/decline-weighted-twist.html
1. Bike,,1,,
2. Shadow box,,1,,
3. Foam Roll,,1,,
1. Achilles Stretch,,1,,
2. Walking Stretch,,1,,
3. Lunge Twist,,1,,
4. Butterflys,,1,,
5. 3 Way Shoulders,,1,,
6. Thoracic Twist,,1,,
7. Upward Dog/Downward Dog,,1,,
8. Dead Bugs,,1,,
9. Kneeling Hamstrings,,1,,
4. Standing Overhead Dumbbell Iso Press,,1,,
2. Kettlebell Row,,1,,
4. Kettlebell Romanian Deadlift,,1,,
5. Kettlebell Split Squat,,1,,
6. One Arm Standing Kettlebell Press,,1,,
Smith Machine Upright Row,smith-machine-upright-row,1,,https://www.muscleandstrength.com/exercises/smith-machine-upright-row.html
Smith Machine Bicep Curl,smith-machine-bicep-curl,1,,https://www.muscleandstrength.com/exercises/smith-machine-bicep-curl.html
Good Mornings Off Pins,good-morning-off-pins,1,,https://www.muscleandstrength.com/exercises/good-morning-off-pins
Smith Machine Deadlift,smith-machine-deadlift,1,,https://www.muscleandstrength.com/exercises/smith-machine-deadlift.html
Smith Machine Bench Press,smith-machine-bench-press,1,,https://www.muscleandstrength.com/exercises/smith-machine-bench-press.html
Smith Machine Incline Tricep Extension,smith-machine-incline-tricep-extension,1,,https://www.muscleandstrength.com/exercises/smith-machine-incline-tricep-extension.html
1c. Jump Tucks,,1,,
Meal,,1,,
Meal 1,,1,,
Meal 2,,1,,
Pre-workout,,1,,
Post-workout,,1,,
Meal 3,,1,,
Incline French Press,inline-bench-french-press,1,,https://www.muscleandstrength.com/exercises/inline-bench-french-press.html
Forehead Curl (triset #1),,1,,
Forearm Curl,,1,,
For bench and incline bench use a 3 count down and up,,1,,
Forearm Curls,,1,,
Toes To Bar,,1,,
Full Lateral Raise,,1,,
Paused Back Squat,,1,,
2a. Serrano Misdirection Curls,,1,,
3c. Bent Over Concentration Curls,,1,,
4b. Bodyweight Skullcrushers,,1,,
"Boring But Big. Main lift, the main lift again @ 5x10 (50% 1RM), and another accessory exercise for 5 sets.",,1,,
"The Triumvirate.  Main lift, and two assistance exercises - 5 sets each.",,1,,
"I'm Not Doing Jack Shit.  Main lift, and nothing else.",,1,,
"Periodization Bible by Dave Tate.  Main lift, and 3 exercises - 5 x 10-20 reps each.",,1,,
"Bodyweight.  Main lift, and 2 bodyweight exercises such as the pull up, sit ups, dips, etc.",,1,,
Squat: 5 x 10 x 50%,,1,,
Leg Curl: 5 x 10,,1,,
Bench Press: 5 x 10 x 50%,,1,,
One Arm Dumbbell Row: 5 x 10,,1,,
Deadlift: 5 x 8 x 50%,,1,,
Hanging Leg Raises: 5 x 12,,1,,
Overhead Press: 5 x 10 x 50%,,1,,
Chin Up: 5 sets to failure,,1,,
Hack Squat: 4 sets of 10-20 reps,,1,,
Leg Extension: 4 sets of 10-30 reps,,1,,
Leg Curl: 4 sets of 10-15 reps,,1,,
Weighted Sit up: 4 sets of 10 reps,,1,,
45 Degree Leg Press – 4 sets of 10-20 reps,,1,,
Leg Extension – 4 sets of 10-30 reps,,1,,
Leg Curl – 4 sets of 10-15 reps,,1,,
Weighted Sit up – 4 sets of 10 reps,,1,,
Dumbbell Bench Press: 4 sets of 10-20 reps,,1,,
Chest Dip (weighted): 4 sets of 8-15 reps,,1,,
Dumbbell Flys: 4 sets of 12 reps,,1,,
Cable Tricep Extension: 4 sets of 10-20 reps,,1,,
Incline Dumbbell Bench Press – 4 sets of 10-20 reps,,1,,
Chest Dip (weighted) – 4 sets of 8-15 reps,,1,,
Dumbbell Flys – 4 sets of 12 reps,,1,,
Cable Tricep Extension – 4 sets of 10-20 reps,,1,,
Chin Up: 4 sets of 10-12 reps,,1,,
Bent Over Dumbbell Row: 4 sets of 15 reps/arm,,1,,
Back Raises: 4 sets of 10 reps (with bar behind neck),,1,,
Hanging Leg Raises: 4 sets of 15 reps,,1,,
Lat Pull Down – 4 sets of 10-12 reps,,1,,
Bent Over Row – 4 sets of 15 reps/arm,,1,,
Reverse Hyperextensions – 4 sets of 12 reps,,1,,
Hanging Leg Raises – 4 sets of 15 reps,,1,,
Seated Dumbbell Press: 4 sets of 10 reps,,1,,
Barbell Upright Row: 4 sets of 10 reps,,1,,
Dumbbell Lateral Raise: 4 sets of 10-15 reps,,1,,
Standing Barbell Curl: 4 sets of 10 reps,,1,,
Hammer Machine Military – 4 sets of 10 reps,,1,,
Rope Upright Rows – 4 sets of 10 reps,,1,,
Bent Over Dumbbell Reverse Fly – 4 sets of 10-15 reps,,1,,
Standing Dumbbell Curl – 4 sets of 10 reps,,1,,
5. Rope T-bar Rows with Chains,,1,,
7. Unilateral Barbell Row (Meadow's Row),,1,,
Pike Push-Up,,1,,
TRX Push-Up,,1,,
Depth Push-Up,,1,,
TRX Row,,1,,
Single-Leg TRX Squat,,1,,
Week,,1,,
Mountain Climbers (keep abs tight),,1,,
"Frog Leaps (feet wide apart, squat low and tap the ground real quick with your hands, then frog leap forward)",,1,,
Plank Up/Downs (keep abs tight),,1,,
"Plank Punches, alternating arms",,1,,
Side Lunges with Forward Press/Punch (light weights are fine),,1,,
1b. Jump Rope,,1,,
2b. Plie Jump Squats (hold 1 DB with both hands),,1,,
3a. Cursty Lunges w/ DB or Barball,,1,,
4b. Glute Cable Kickbacks,,1,,
Reverse Crunches (on bench or decline bench),,1,,
TRX Mountain Climbers,,1,,
Half Squat From Bottom Position,half-squat,1,,https://www.muscleandstrength.com/exercises/half-squat.html
Quarter Squat From Bottom Position,1-4-squat,1,,https://www.muscleandstrength.com/exercises/1-4-squat.html
"Notes: For deadlifts, use sets of 3 or 1 and work up to a new personal record.",,1,,
Two Hand Snatch - Week 1,,1,,
Single Arm Snatch - Week 2,,1,,
Reverse Grip Clean and Press,,1,,
Bench Shrug ***,,1,,
"* Dumbbell Bench Press - Perform 2 lighter warm-up sets prior to your 3 heavy working sets.
** Close Grip Bench Press - Thumbs should be about at your outer chest.
*** Bench Shrug - Start with your 10RM weight, and slowly build up in weight over the course of a couple months while reducing your total reps to 6.",,1,,
Right Arm Snatch,,1,,
Left Arm Snatch,,1,,
Right Leg Lunge Pass Through,,1,,
Left Leg Lunge Pass Through,,1,,
Thrusters,dumbbell-thruster,1,,https://www.muscleandstrength.com/exercises/dumbbell-thruster
Snatch Sit Ups,,1,,
4-Count Scissor Kicks,,1,,
Superset: Prisoner squat and forward static lunge,,1,,
Superset: Pike press and jumping jacks,,1,,
Superset: Box jumps and sled drag – push/pull or sprint intervals,,1,,
Stair Jumps,,1,,
Broad Jumps,,1,,
Butt Kick Jumps,,1,,
2a. Alternating Hammer Grip Front Dumbbell Raise,,1,,
Alternating Band Curls (Hold Contractions for 4 Seconds),,1,,
High Band Biceps Pose Curl (Hold Stretch for 4 Seconds),,1,,
Band Seated Concentration Curl (Hold Contractions 4 Seconds),,1,,
Banded Overhead Extension (Hold Stretch for 4 Seconds),,1,,
Band 2 Arm Kickbacks (Hold Contractions for 4 Seconds),,1,,
Lying Band Extensions (Hold Stretch for 4 Seconds),,1,,
Bodyweight Skulls,,1,,
Lying Side Laterals,,1,,
Alternating Plyo Lunges,,1,,
Curtsy Lunge,,1,,
Alternating Plyo Lunge,,1,,
3. Machine Pullover,,1,,
1b. 180 Degree Jump Turns,,1,,
3b. Broad Jumps,,1,,
5b. Lateral Bound,,1,,
7. Incline Sit Up,,1,,
7. Incline Crunch,,1,,
2. Lying Two-Arm Dumbbell Nosebreaker,alternate-lying-dumbbell-extension,1,,https://www.muscleandstrength.com/exercises/alternate-lying-dumbbell-extension.html
Pec Minor Dip,,1,,
Y-Raise,,1,,
Dual Rope Tricep Extension,,1,,
Dual Rope Overhead Extension,,1,,
Single Arm Barbell Row,one-arm-bent-over-row,1,,https://www.muscleandstrength.com/exercises/one-arm-bent-over-row.html
Spider Bar Squats,,1,,
A1. Inverted Leg Press,,1,,
Smith Machine Split Squat,,1,,
"30 minute interval session: sprints, bike or other favorite mode:

  						2 Minute Warm-Up
  						5 intervals of 30 seconds of high intensity and 2 minutes of low intensity
  						3 minute cool-down",,1,,
"30 minute interval session: sprints, bike or other favorite mode:

  						2 Minute Warm-Up 
  						5 intervals of 30 seconds of high intensity and 2 minutes of low intensity 
  						3 minute cool-down",,1,,
4. Bodyweight Curtsey Lunge,,1,,
Machine Dip,,1,,
3b. Treadmill Walk,,1,,
3c. Hamstring Bridge,,1,,
3d. Treadmill Walk,,1,,
2b. Pistol Squat,,1,,
2c. Booty Lunges,,1,,
3a. Sled or Cable Pull Through,,1,,
3b. Stairmaster or Stairstepper,,1,,
2b. Booty Bands,,1,,
3a. Goblet Sumo Squat,,1,,
Calf Exercise,calves,1,,https://www.muscleandstrength.com/exercises/calves
Pike Press,,1,,
Straddle Hop,,1,,
Glute/Ham Raise,,1,,
Burpee,,1,,
Sprint Interval,,1,,
Distance Run,,1,,
Shuttle Run,,1,,
Bench press: Warmup 10 reps of 50% 1 REP MAX. 4 sets of 2-3 reps 75-95% 1 REP MAX. Last set do your 1 REP MAX.,,1,,
"Warmup. 6 sets total. First 4 sets, 2-3 reps 90% 1 REP MAX. 5th set 1 REP MAX, 6th set increase 1 REP MAX.",,1,,
"- Ramp appropriately until you reach your work sets. Once reached, rest 3 minutes between work sets.",,1,,
- Remember to make the trailing knee touch the floor to take advantage of the added ROM. Use a box no higher than 8 inches off the ground to start. Rest as long as needed between sets. (See video.),,1,,
"- Focus on a bit more speed for this, and exclusively target the hamstrings by making sure they stay contracted and full of tension for the entire set. Rest as long as needed between sets.",,1,,
- Rest up to 3-4 minutes between rounds.,,1,,
"- Rest 15 seconds between legs, and 2 minutes between rounds. (See video.)",,1,,
- Rest 3 minutes between sets.,,1,,
- Strides. Rest 2 minutes between sets.,,1,,
